ID,FirstYearDelinquency,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
8324719,0,220,190,12,0,49,1,400,0
8324720,1,303,115,115,0,115,0,1,0
8324721,0,289,190,93,1,95,0,400,0
8324722,0,197,129,36,0,36,1,1,0
8324723,1,167,150,30,0,65,1,400,0
8324724,0,3,NA,NA,0,NA,NA,NA,0
8324725,1,329,296,40,0,40,0,400,0
8324726,0,262,246,NA,0,NA,NA,400,0
8324727,1,93,NA,NA,0,NA,NA,NA,0
8324728,0,90,84,26,0,38,0,400,0
8324729,0,316,166,29,0,29,0,400,0
8324730,0,NA,NA,NA,NA,NA,NA,NA,1
8324731,0,207,122,90,0,111,2,400,0
8324732,1,313,148,7,0,46,5,90,0
8324733,0,182,111,60,1,60,0,400,0
8324734,0,223,221,31,1,90,1,1,0
8324735,0,203,151,24,0,76,2,1,0
8324736,0,190,100,24,0,58,1,400,0
8324737,0,383,156,56,1,97,1,400,0
8324738,0,319,231,NA,1,NA,NA,60,0
8324739,0,224,192,74,2,74,0,1,0
8324740,1,318,301,NA,1,NA,NA,400,0
8324741,1,357,153,23,1,52,0,1,0
8324742,0,164,143,NA,0,NA,NA,1,1
8324743,1,346,479,22,1,76,3,30,1
8324744,1,18,22,4,0,8,2,1,1
8324745,1,255,142,21,0,75,2,30,0
8324746,1,371,150,5,2,11,0,400,0
8324747,0,179,182,NA,0,NA,NA,1,0
8324748,1,127,122,83,0,83,0,400,0
8324749,0,30,1,NA,0,NA,NA,1,0
8324750,0,381,148,39,1,62,1,400,0
8324751,1,153,31,NA,1,NA,NA,400,0
8324752,0,297,236,60,0,60,0,400,0
8324753,0,180,177,20,0,61,3,400,0
8324754,0,103,49,25,0,37,2,1,0
8324755,0,110,78,58,0,58,0,30,0
8324756,1,316,76,NA,0,NA,NA,400,0
8324757,0,166,129,104,0,104,0,400,0
8324758,0,205,124,98,0,98,0,1,0
8324759,0,126,103,46,0,52,2,1,0
8324760,0,324,92,68,0,80,1,400,0
8324761,0,288,84,84,0,84,0,1,0
8324762,0,181,10,NA,0,NA,NA,1,0
8324763,1,232,140,93,0,117,1,400,0
8324764,0,363,NA,NA,NA,NA,NA,NA,0
8324765,1,42,42,NA,1,NA,NA,400,0
8324766,0,264,123,NA,1,NA,NA,1,1
8324767,1,217,68,16,1,16,1,1,0
8324768,0,4,NA,NA,0,NA,NA,NA,0
8324769,0,122,NA,NA,1,NA,NA,NA,0
8324770,1,235,130,NA,0,NA,NA,400,1
8324771,0,188,78,36,1,57,2,400,0
8324772,1,273,84,NA,0,NA,NA,120,0
8324773,1,231,154,52,0,52,0,1,0
8324774,0,253,80,NA,0,NA,NA,400,0
8324775,0,318,177,87,0,90,1,400,0
8324776,1,258,187,42,0,64,1,60,1
8324777,0,84,71,71,1,71,1,120,0
8324778,0,103,87,NA,0,NA,NA,400,0
8324779,0,268,110,29,0,29,1,1,0
8324780,1,378,254,NA,0,NA,NA,1,0
8324781,1,159,110,NA,0,NA,NA,1,0
8324782,1,213,123,33,0,62,10,60,0
8324783,1,292,265,NA,0,NA,NA,400,1
8324784,0,305,108,27,0,27,0,400,0
8324785,0,321,79,NA,1,NA,NA,400,0
8324786,0,64,45,35,0,35,0,1,0
8324787,1,360,255,62,0,72,1,30,0
8324788,1,239,44,44,0,44,0,400,0
8324789,1,324,53,24,2,24,0,400,0
8324790,1,189,149,41,0,89,2,400,0
8324791,0,86,86,NA,0,NA,NA,1,0
8324792,0,461,NA,NA,0,NA,NA,NA,0
8324793,0,228,136,12,0,65,2,400,1
8324794,0,321,288,78,0,78,1,400,0
8324795,0,248,114,NA,0,NA,NA,400,0
8324796,0,139,140,NA,0,NA,NA,400,0
8324797,1,82,56,NA,0,NA,NA,1,0
8324798,1,342,166,74,0,90,1,1,0
8324799,0,196,131,60,0,96,1,400,0
8324800,0,93,93,NA,0,NA,NA,1,1
8324801,1,NA,NA,NA,0,NA,NA,NA,NA
8324802,0,255,200,44,1,44,1,400,0
8324803,0,154,134,NA,0,NA,NA,1,0
8324804,0,373,NA,NA,NA,NA,NA,NA,0
8324805,0,341,79,19,0,19,0,120,0
8324806,0,356,84,NA,0,NA,NA,1,0
8324807,0,129,78,39,1,59,0,400,0
8324808,1,243,27,27,0,27,0,30,0
8324809,0,316,139,83,0,91,1,1,0
8324810,0,65,67,NA,0,NA,NA,1,0
8324811,0,176,NA,NA,0,NA,NA,NA,0
8324812,0,292,140,104,0,104,0,120,0
8324813,1,73,NA,NA,0,NA,NA,NA,1
8324814,0,22,23,NA,0,NA,NA,1,0
8324815,0,251,229,100,2,100,0,400,0
8324816,0,85,74,4,0,38,1,1,0
8324817,1,321,169,98,3,120,2,1,0
8324818,0,52,44,NA,1,NA,NA,1,1
8324819,1,NA,NA,NA,NA,NA,NA,NA,NA
8324820,0,44,18,18,0,18,1,1,0
8324821,0,141,63,NA,0,NA,NA,1,0
8324822,0,379,84,NA,0,NA,NA,1,0
8324823,0,55,39,26,0,26,0,400,1
8324824,1,147,NA,NA,0,NA,NA,NA,0
8324825,1,318,NA,NA,0,NA,NA,NA,0
8324826,1,328,40,NA,0,NA,NA,1,0
8324827,1,166,155,119,0,119,1,1,0
8324828,0,13,0,NA,0,NA,NA,1,0
8324829,0,162,NA,NA,NA,NA,NA,NA,0
8324830,0,359,205,99,0,99,1,1,0
8324831,0,341,258,65,0,80,0,400,0
8324832,0,312,172,59,1,72,0,1,1
8324833,0,373,231,143,0,148,2,120,0
8324834,0,101,70,6,1,27,3,90,1
8324835,0,204,122,55,0,55,0,30,0
8324836,0,117,116,101,0,109,1,400,0
8324837,0,259,149,NA,1,NA,NA,400,0
8324838,1,149,147,147,0,147,1,400,0
8324839,1,223,89,NA,0,NA,NA,400,0
8324840,1,44,39,NA,0,NA,NA,400,0
8324841,1,171,80,24,0,40,0,30,0
8324842,0,377,271,53,1,53,1,1,0
8324843,0,283,113,NA,0,NA,NA,1,0
8324844,0,378,121,NA,0,NA,NA,1,0
8324845,0,267,34,NA,0,NA,NA,400,0
8324846,1,85,15,NA,0,NA,NA,1,0
8324847,1,166,166,NA,2,NA,NA,400,0
8324848,0,158,36,NA,0,NA,NA,30,0
8324849,0,296,237,18,1,57,3,400,0
8324850,1,289,112,16,1,38,1,400,0
8324851,0,217,96,8,0,25,1,400,0
8324852,1,78,65,NA,0,NA,NA,1,0
8324853,0,1,NA,NA,1,NA,NA,NA,0
8324854,1,120,83,NA,0,NA,NA,400,0
8324855,1,221,72,NA,0,NA,NA,400,0
8324856,0,22,NA,NA,NA,NA,NA,NA,0
8324857,1,333,NA,NA,0,NA,NA,NA,0
8324858,1,157,131,25,6,62,2,400,0
8324859,0,365,299,NA,1,NA,NA,400,0
8324860,0,312,60,49,0,49,0,1,0
8324861,1,302,216,41,0,95,1,1,0
8324862,1,289,204,NA,0,NA,NA,400,0
8324863,0,329,303,44,0,129,5,1,1
8324864,1,123,NA,NA,NA,NA,NA,NA,0
8324865,0,155,102,64,0,74,0,400,0
8324866,0,74,49,NA,0,NA,NA,400,0
8324867,0,200,100,81,1,93,1,1,0
8324868,0,120,117,NA,0,NA,NA,1,1
8324869,1,198,2,NA,0,NA,NA,400,0
8324870,0,109,NA,NA,0,NA,NA,NA,0
8324871,1,244,91,4,0,18,2,1,0
8324872,0,144,61,NA,1,NA,NA,1,0
8324873,1,78,75,13,0,13,1,1,0
8324874,0,141,112,74,1,93,1,1,0
8324875,1,66,3,NA,0,NA,NA,1,0
8324876,1,260,99,NA,0,NA,NA,1,0
8324877,0,218,156,47,0,81,2,400,0
8324878,0,357,134,105,0,120,1,1,0
8324879,0,340,259,83,0,114,1,400,0
8324880,0,32,33,NA,0,NA,NA,1,0
8324881,1,97,97,97,0,97,0,120,0
8324882,1,237,255,12,0,78,2,400,0
8324883,0,383,190,92,0,132,4,400,0
8324884,1,84,30,NA,0,NA,NA,400,0
8324885,1,377,94,94,0,94,1,400,0
8324886,1,227,86,86,0,86,0,400,0
8324887,1,98,NA,NA,0,NA,NA,NA,0
8324888,0,88,85,43,1,43,0,400,0
8324889,0,100,58,58,0,58,1,1,0
8324890,0,22,40,NA,0,NA,NA,1,0
8324891,0,85,80,NA,0,NA,NA,1,0
8324892,0,346,53,23,0,39,2,1,0
8324893,0,299,162,16,0,30,3,400,0
8324894,0,365,135,9,0,71,1,400,0
8324895,0,170,86,84,0,84,1,400,0
8324896,1,279,167,99,1,99,1,400,0
8324897,1,77,4,NA,0,NA,NA,1,0
8324898,0,59,60,19,0,19,1,1,0
8324899,0,269,68,24,0,24,0,30,0
8324900,0,31,NA,NA,0,NA,NA,1,0
8324901,0,382,80,NA,0,NA,NA,400,0
8324902,0,233,51,13,2,32,2,400,0
8324903,0,64,65,NA,1,NA,NA,1,0
8324904,1,175,77,NA,0,NA,NA,1,0
8324905,0,125,102,102,0,102,0,1,0
8324906,0,316,174,75,1,106,1,400,0
8324907,0,376,295,15,1,45,0,400,0
8324908,0,181,155,55,0,99,1,400,0
8324909,0,126,35,35,1,35,1,400,0
8324910,1,108,94,94,0,94,1,400,0
8324911,1,198,NA,NA,NA,NA,NA,NA,1
8324912,1,296,250,32,0,62,0,1,0
8324913,1,25,NA,NA,NA,NA,NA,NA,0
8324914,0,160,78,78,0,78,0,400,0
8324915,0,2,NA,NA,0,NA,NA,NA,0
8324916,0,222,204,NA,0,NA,NA,1,0
8324917,0,197,77,77,1,77,0,120,0
8324918,1,341,69,69,1,69,0,1,0
8324919,0,356,596,98,0,123,3,1,0
8324920,0,265,190,NA,0,NA,NA,400,0
8324921,0,71,NA,NA,0,NA,NA,NA,0
8324922,0,245,78,29,0,53,2,1,0
8324923,0,14,NA,NA,0,NA,NA,NA,0
8324924,0,223,226,NA,0,NA,NA,1,0
8324925,0,162,122,NA,0,NA,NA,1,0
8324926,0,334,332,77,0,77,1,1,0
8324927,1,242,110,33,0,78,5,1,0
8324928,0,285,84,8,0,29,2,400,0
8324929,1,105,48,NA,0,NA,NA,400,0
8324930,0,205,202,133,0,133,0,1,0
8324931,0,375,NA,NA,0,NA,NA,NA,0
8324932,0,144,69,NA,0,NA,NA,30,0
8324933,1,43,44,NA,2,NA,NA,400,1
8324934,0,345,182,61,0,94,0,1,0
8324935,0,321,107,2,0,10,3,1,1
8324936,0,305,108,54,1,54,1,90,0
8324937,1,NA,NA,NA,NA,NA,NA,NA,0
8324938,0,355,332,48,0,111,3,1,0
8324939,1,188,152,8,0,80,2,400,0
8324940,1,283,233,32,0,72,2,1,0
8324941,1,345,NA,NA,0,NA,NA,NA,0
8324942,1,329,84,44,0,44,0,400,0
8324943,0,194,175,18,0,19,0,30,0
8324944,1,213,148,105,0,105,0,1,0
8324945,1,269,69,NA,0,NA,NA,1,0
8324946,0,305,143,39,0,62,0,400,0
8324947,1,71,39,39,1,39,0,120,0
8324948,0,251,122,25,0,72,4,60,0
8324949,1,5,NA,NA,NA,NA,NA,NA,0
8324950,0,184,119,21,0,21,1,120,1
8324951,0,315,125,NA,0,NA,NA,1,0
8324952,1,224,146,146,0,146,0,400,0
8324953,0,100,96,7,0,33,0,400,0
8324954,0,24,22,NA,0,NA,NA,400,0
8324955,0,196,NA,NA,0,NA,NA,NA,0
8324956,0,NA,85,85,0,85,1,1,NA
8324957,1,265,232,NA,2,NA,NA,400,0
8324958,0,228,143,94,0,94,1,1,0
8324959,0,377,230,10,0,10,1,400,0
8324960,0,157,145,8,2,69,5,1,0
8324961,1,274,225,76,0,76,0,1,0
8324962,0,343,197,47,0,90,1,400,0
8324963,1,411,59,NA,1,NA,NA,400,0
8324964,0,353,249,21,0,21,1,1,0
8324965,0,182,172,30,0,104,3,400,0
8324966,0,124,60,60,0,60,0,400,0
8324967,0,174,107,NA,0,NA,NA,1,0
8324968,0,NA,NA,NA,0,NA,NA,NA,0
8324969,1,225,162,79,1,97,0,400,0
8324970,1,103,NA,NA,0,NA,NA,NA,0
8324971,0,283,34,34,0,34,0,1,0
8324972,0,85,71,NA,2,NA,NA,400,0
8324973,0,367,166,1,3,1,1,400,0
8324974,0,119,109,NA,0,NA,NA,400,0
8324975,0,337,179,44,1,65,1,400,0
8324976,0,48,49,NA,1,NA,NA,1,1
8324977,0,147,120,120,0,120,1,400,0
8324978,1,322,242,84,0,108,2,1,0
8324979,0,160,123,NA,0,NA,NA,400,0
8324980,1,46,46,NA,0,NA,NA,400,1
8324981,0,22,22,12,0,12,1,1,0
8324982,0,48,45,4,2,26,3,400,0
8324983,1,45,NA,NA,0,NA,NA,1,0
8324984,0,263,377,NA,0,NA,NA,1,0
8324985,0,10,NA,NA,0,NA,NA,NA,0
8324986,0,41,22,NA,0,NA,NA,30,0
8324987,1,22,NA,NA,NA,NA,NA,NA,0
8324988,0,374,432,NA,0,NA,NA,1,0
8324989,0,337,196,NA,0,NA,NA,400,0
8324990,1,292,91,91,1,91,0,400,0
8324991,0,359,240,15,2,76,3,1,0
8324992,0,76,15,NA,0,NA,NA,400,0
8324993,0,151,152,20,1,57,0,400,0
8324994,0,111,113,NA,0,NA,NA,400,0
8324995,0,382,190,136,0,136,1,400,0
8324996,0,75,24,24,0,24,1,1,0
8324997,0,177,149,137,0,137,1,30,1
8324998,1,321,232,39,0,86,5,1,0
8324999,0,226,137,16,0,22,2,30,0
8325000,0,297,9,NA,1,NA,NA,60,0
8325001,1,167,56,NA,0,NA,NA,1,0
8325002,0,197,158,NA,0,NA,NA,1,0
8325003,1,36,36,NA,0,NA,NA,400,0
8325004,0,210,187,34,0,58,1,400,0
8325005,0,95,53,13,0,13,1,400,0
8325006,1,40,41,13,0,13,1,400,1
8325007,0,380,199,NA,0,NA,NA,1,0
8325008,0,348,173,146,0,146,1,1,0
8325009,1,27,26,4,1,4,1,120,0
8325010,1,262,236,81,0,81,0,400,0
8325011,0,330,349,59,0,88,1,1,0
8325012,0,110,45,NA,0,NA,NA,30,1
8325013,0,314,180,66,0,115,3,30,0
8325014,1,136,NA,NA,0,NA,NA,NA,0
8325015,0,92,NA,NA,0,NA,NA,NA,0
8325016,0,146,43,NA,1,NA,NA,30,0
8325017,0,166,110,89,0,89,0,400,0
8325018,0,367,157,157,0,157,1,1,0
8325019,0,321,154,NA,1,NA,NA,1,0
8325020,0,9,4,NA,2,NA,NA,1,1
8325021,0,275,176,98,0,134,2,400,0
8325022,0,96,90,10,0,10,1,1,0
8325023,0,160,151,NA,1,NA,NA,400,0
8325024,1,155,99,NA,0,NA,NA,400,0
8325025,1,43,36,2,1,8,2,30,0
8325026,0,257,161,82,0,107,3,400,0
8325027,0,347,182,NA,2,NA,NA,1,0
8325028,0,192,79,59,0,59,0,400,0
8325029,1,206,194,NA,0,NA,NA,400,0
8325030,0,176,NA,NA,0,NA,NA,NA,0
8325031,1,368,183,NA,0,NA,NA,1,1
8325032,0,192,26,NA,0,NA,NA,1,0
8325033,1,252,101,NA,0,NA,NA,1,0
8325034,1,179,151,97,0,120,2,400,0
8325035,0,57,NA,NA,0,NA,NA,NA,0
8325036,1,295,106,17,0,63,0,400,0
8325037,0,27,NA,NA,NA,NA,NA,NA,0
8325038,0,135,43,43,0,43,0,1,0
8325039,1,207,198,39,0,81,1,1,0
8325040,1,321,NA,NA,NA,NA,NA,NA,0
8325041,1,130,99,NA,0,NA,NA,1,0
8325042,0,153,149,NA,0,NA,NA,1,0
8325043,0,115,17,NA,0,NA,NA,1,0
8325044,0,345,25,25,1,25,1,1,0
8325045,0,184,67,29,0,48,2,1,0
8325046,0,122,119,NA,0,NA,NA,400,1
8325047,0,99,73,NA,0,NA,NA,400,0
8325048,1,283,95,NA,0,NA,NA,30,0
8325049,0,114,78,29,1,29,1,400,0
8325050,1,345,NA,NA,0,NA,NA,NA,0
8325051,0,128,113,NA,0,NA,NA,1,0
8325052,0,382,121,25,3,73,2,1,0
8325053,0,363,239,8,0,48,2,1,0
8325054,0,295,115,115,1,115,0,400,0
8325055,0,99,88,NA,0,NA,NA,1,0
8325056,1,160,88,3,0,6,2,30,0
8325057,0,281,NA,NA,0,NA,NA,NA,0
8325058,0,109,10,NA,0,NA,NA,60,0
8325059,0,175,149,NA,0,NA,NA,1,0
8325060,1,43,48,NA,0,NA,NA,400,0
8325061,1,376,234,NA,0,NA,NA,400,0
8325062,0,327,22,NA,0,NA,NA,30,0
8325063,0,285,132,123,0,123,1,400,0
8325064,1,199,118,NA,2,NA,NA,1,1
8325065,0,157,133,NA,0,NA,NA,1,0
8325066,1,191,9,NA,0,NA,NA,1,0
8325067,0,66,10,NA,0,NA,NA,1,1
8325068,0,84,83,NA,0,NA,NA,400,0
8325069,0,174,170,21,0,81,2,400,0
8325070,0,301,319,75,0,77,1,30,0
8325071,0,348,107,7,0,7,1,400,0
8325072,1,144,83,NA,0,NA,NA,1,0
8325073,1,201,220,74,0,80,0,400,0
8325074,0,81,77,59,0,59,0,1,1
8325075,0,97,89,21,0,66,1,30,1
8325076,0,63,38,NA,0,NA,NA,1,0
8325077,0,344,122,NA,0,NA,NA,120,0
8325078,0,177,144,90,0,117,1,30,0
8325079,0,252,91,NA,0,NA,NA,1,0
8325080,1,353,218,11,2,58,5,1,0
8325081,1,80,72,NA,2,NA,NA,1,0
8325082,0,295,143,133,1,133,0,1,0
8325083,0,113,114,NA,2,NA,NA,400,0
8325084,1,288,29,NA,0,NA,NA,400,1
8325085,0,82,78,47,0,47,1,1,0
8325086,1,372,225,68,0,68,0,30,0
8325087,0,284,53,NA,0,NA,NA,1,0
8325088,0,240,124,72,0,100,2,1,0
8325089,0,98,16,NA,0,NA,NA,30,0
8325090,1,296,236,NA,0,NA,NA,120,1
8325091,0,329,151,57,0,57,1,400,0
8325092,0,55,NA,NA,0,NA,NA,NA,0
8325093,0,167,159,88,1,88,0,400,0
8325094,0,343,272,73,1,80,1,120,0
8325095,0,99,76,76,0,76,0,1,0
8325096,0,167,129,25,2,99,3,400,0
8325097,0,35,37,NA,0,NA,NA,1,0
8325098,0,296,NA,NA,0,NA,NA,NA,0
8325099,0,186,169,NA,0,NA,NA,400,1
8325100,1,325,140,47,2,109,0,400,0
8325101,0,118,102,27,0,34,2,90,0
8325102,0,352,206,40,0,93,2,1,0
8325103,1,49,3,NA,1,NA,NA,1,0
8325104,0,297,NA,NA,0,NA,NA,NA,0
8325105,1,144,103,49,0,49,0,1,0
8325106,1,180,96,90,0,93,1,1,0
8325107,0,349,154,27,0,27,1,1,0
8325108,1,116,78,NA,0,NA,NA,400,1
8325109,1,158,54,NA,1,NA,NA,60,0
8325110,0,312,70,NA,0,NA,NA,1,0
8325111,1,269,301,5,2,84,3,400,0
8325112,1,283,217,79,1,79,0,400,1
8325113,0,134,127,40,0,40,1,1,0
8325114,0,376,553,9,1,83,4,1,0
8325115,0,261,147,10,0,76,5,400,0
8325116,0,130,NA,NA,0,NA,NA,NA,0
8325117,1,72,72,NA,0,NA,NA,400,1
8325118,1,288,167,20,4,75,2,30,0
8325119,0,324,90,90,0,90,0,400,0
8325120,0,345,118,85,0,85,0,90,0
8325121,0,320,NA,NA,0,NA,NA,NA,0
8325122,0,335,195,3,0,70,1,1,0
8325123,0,115,92,18,0,30,1,1,0
8325124,0,279,163,NA,0,NA,NA,1,0
8325125,1,252,94,NA,1,NA,NA,1,0
8325126,0,103,NA,NA,0,NA,NA,NA,0
8325127,0,68,67,NA,1,NA,NA,120,0
8325128,0,198,57,15,0,15,0,30,0
8325129,0,374,109,82,0,82,1,400,0
8325130,0,235,151,72,0,98,0,400,0
8325131,1,341,205,11,0,54,3,90,0
8325132,1,381,191,34,2,80,2,400,0
8325133,0,158,NA,NA,NA,NA,NA,NA,0
8325134,0,220,156,16,1,99,1,1,0
8325135,0,181,156,20,0,82,2,1,0
8325136,1,308,150,4,2,20,2,400,0
8325137,0,NA,NA,NA,0,NA,NA,NA,1
8325138,1,212,45,NA,1,NA,NA,400,0
8325139,0,79,NA,NA,1,NA,NA,NA,0
8325140,0,304,NA,NA,0,NA,NA,NA,0
8325141,1,314,118,16,1,23,1,1,1
8325142,0,177,149,NA,0,NA,NA,400,0
8325143,0,13,NA,NA,0,NA,NA,NA,0
8325144,0,5,NA,NA,0,NA,NA,NA,1
8325145,1,180,78,26,0,26,0,400,1
8325146,1,302,154,154,0,154,0,400,0
8325147,1,61,62,NA,0,NA,NA,1,0
8325148,0,77,78,NA,0,NA,NA,30,0
8325149,0,297,166,38,0,95,2,400,0
8325150,0,197,164,NA,0,NA,NA,400,0
8325151,0,290,158,98,0,119,1,30,0
8325152,0,176,93,NA,0,NA,NA,400,0
8325153,0,229,186,4,0,77,4,400,0
8325154,0,350,100,49,0,75,1,1,0
8325155,0,8,8,NA,0,NA,NA,1,0
8325156,0,240,177,55,0,79,2,400,0
8325157,0,313,128,NA,0,NA,NA,400,1
8325158,0,286,155,NA,0,NA,NA,1,0
8325159,1,278,199,87,3,140,2,1,0
8325160,1,20,16,NA,0,NA,NA,30,0
8325161,1,5,NA,NA,1,NA,NA,NA,0
8325162,0,33,24,NA,0,NA,NA,1,0
8325163,1,289,99,8,0,54,1,400,0
8325164,0,289,78,25,0,52,1,400,0
8325165,0,244,250,98,0,110,0,1,0
8325166,0,37,NA,NA,0,NA,NA,NA,0
8325167,0,145,18,NA,0,NA,NA,60,0
8325168,0,316,127,42,0,42,0,30,0
8325169,0,290,107,NA,1,NA,NA,400,0
8325170,0,320,144,74,0,107,2,400,0
8325171,0,250,156,101,0,108,1,400,0
8325172,0,179,36,36,1,36,1,1,0
8325173,0,236,73,38,0,61,1,1,1
8325174,0,160,130,NA,0,NA,NA,120,0
8325175,1,272,166,64,2,64,0,1,0
8325176,0,291,274,42,0,42,0,1,0
8325177,0,248,111,76,0,76,0,1,0
8325178,0,48,11,NA,0,NA,NA,1,1
8325179,0,291,181,24,0,51,1,1,0
8325180,0,263,246,28,0,76,5,1,0
8325181,0,169,169,110,0,110,0,1,0
8325182,1,83,70,32,1,32,0,400,0
8325183,1,80,33,NA,0,NA,NA,400,0
8325184,1,165,62,NA,0,NA,NA,400,0
8325185,1,358,230,10,5,72,1,400,0
8325186,0,118,107,NA,0,NA,NA,1,0
8325187,0,34,NA,NA,0,NA,NA,NA,1
8325188,1,29,5,5,0,5,1,1,0
8325189,1,224,134,52,1,64,1,1,0
8325190,0,345,105,80,0,93,0,400,0
8325191,0,173,164,NA,1,NA,NA,1,0
8325192,0,311,59,NA,0,NA,NA,400,0
8325193,0,543,186,88,0,127,2,1,0
8325194,0,271,363,NA,0,NA,NA,1,0
8325195,0,134,68,64,0,64,0,400,0
8325196,1,254,93,18,0,18,1,1,0
8325197,1,374,156,37,0,83,1,1,0
8325198,0,320,235,NA,0,NA,NA,1,0
8325199,0,381,NA,NA,0,NA,NA,NA,0
8325200,1,188,44,37,0,40,0,400,1
8325201,0,352,142,8,0,77,5,400,0
8325202,0,23,25,NA,0,NA,NA,1,0
8325203,0,136,137,16,0,30,2,400,0
8325204,1,318,325,7,1,25,0,400,0
8325205,0,245,116,21,0,51,1,30,0
8325206,1,241,101,20,0,42,1,400,0
8325207,0,209,112,19,2,52,1,120,0
8325208,0,147,89,11,3,50,2,400,0
8325209,0,293,132,19,0,86,2,400,0
8325210,0,9,5,NA,0,NA,NA,1,0
8325211,0,172,147,NA,0,NA,NA,400,1
8325212,0,297,309,72,1,72,1,1,0
8325213,1,351,266,41,2,87,0,400,0
8325214,0,367,138,NA,0,NA,NA,400,0
8325215,0,339,138,11,2,75,2,400,0
8325216,0,70,52,NA,0,NA,NA,400,0
8325217,0,98,73,66,0,66,1,1,0
8325218,1,109,95,45,0,45,0,400,0
8325219,1,207,48,NA,1,NA,NA,1,0
8325220,0,349,142,79,0,79,1,400,0
8325221,0,280,261,41,0,73,1,1,0
8325222,0,343,345,147,0,147,1,1,0
8325223,0,182,88,NA,0,NA,NA,400,0
8325224,1,54,57,NA,0,NA,NA,120,0
8325225,1,534,250,12,0,13,2,1,0
8325226,0,43,44,NA,0,NA,NA,1,0
8325227,1,168,117,37,1,71,0,400,0
8325228,0,374,318,11,2,25,1,30,0
8325229,1,206,NA,NA,0,NA,NA,NA,0
8325230,0,123,20,20,0,20,1,1,0
8325231,0,362,NA,NA,NA,NA,NA,NA,0
8325232,0,164,161,72,0,99,1,1,1
8325233,0,296,235,41,0,94,10,30,0
8325234,0,38,39,NA,0,NA,NA,400,0
8325235,0,342,123,90,0,90,0,1,0
8325236,1,666,208,50,4,52,1,400,0
8325237,0,379,294,79,0,103,2,30,0
8325238,1,6,17,NA,0,NA,NA,1,0
8325239,0,125,125,80,0,95,2,1,0
8325240,0,158,147,6,0,72,2,400,0
8325241,1,295,45,45,0,45,1,1,1
8325242,0,372,194,47,0,96,0,400,0
8325243,0,298,118,NA,0,NA,NA,1,0
8325244,1,159,110,39,1,39,0,1,0
8325245,0,281,184,44,0,100,2,60,0
8325246,1,173,76,NA,0,NA,NA,1,0
8325247,0,140,91,NA,1,NA,NA,400,0
8325248,1,358,179,NA,0,NA,NA,1,0
8325249,1,320,158,5,0,78,4,1,0
8325250,1,52,35,NA,0,NA,NA,400,0
8325251,0,64,38,11,2,25,1,1,0
8325252,1,340,127,92,0,95,2,1,0
8325253,0,320,329,111,0,111,1,400,0
8325254,1,122,122,NA,0,NA,NA,1,0
8325255,0,151,82,NA,0,NA,NA,400,0
8325256,0,297,93,22,1,69,1,1,0
8325257,0,359,220,NA,1,NA,NA,1,0
8325258,1,85,23,NA,0,NA,NA,90,0
8325259,1,64,64,NA,0,NA,NA,30,1
8325260,1,317,130,100,1,100,0,1,0
8325261,1,198,118,64,0,64,0,1,0
8325262,0,298,210,80,1,117,2,1,0
8325263,0,279,90,NA,1,NA,NA,400,0
8325264,0,156,106,NA,0,NA,NA,400,1
8325265,1,239,129,91,0,106,2,400,0
8325266,0,138,120,58,0,58,0,1,0
8325267,1,43,44,NA,0,NA,NA,400,0
8325268,0,293,207,42,0,94,4,30,1
8325269,0,335,224,NA,1,NA,NA,1,0
8325270,0,374,59,45,0,45,0,1,0
8325271,1,14,NA,NA,0,NA,NA,NA,0
8325272,0,170,161,74,0,101,1,400,0
8325273,1,318,51,51,0,51,0,400,0
8325274,1,315,124,10,0,66,0,400,0
8325275,1,112,89,NA,0,NA,NA,400,0
8325276,0,164,111,52,0,52,0,400,0
8325277,0,256,276,NA,0,NA,NA,1,0
8325278,0,180,142,NA,0,NA,NA,1,0
8325279,1,301,63,NA,4,NA,NA,400,1
8325280,0,236,NA,NA,0,NA,NA,NA,0
8325281,1,190,115,NA,0,NA,NA,1,0
8325282,0,318,94,72,0,85,1,400,0
8325283,0,215,106,106,0,106,0,1,1
8325284,1,291,129,74,0,74,0,400,0
8325285,0,148,137,137,0,137,1,1,0
8325286,1,237,120,45,1,45,0,400,0
8325287,0,382,389,114,0,114,1,400,0
8325288,0,183,NA,NA,1,NA,NA,NA,0
8325289,1,345,222,20,0,81,1,60,0
8325290,1,172,75,NA,1,NA,NA,400,1
8325291,0,219,136,10,1,68,4,400,0
8325292,0,161,NA,NA,0,NA,NA,NA,0
8325293,0,5,NA,NA,NA,NA,NA,NA,0
8325294,1,235,91,NA,0,NA,NA,400,1
8325295,0,265,104,13,0,46,4,400,0
8325296,0,158,106,90,0,90,0,1,0
8325297,0,87,73,NA,0,NA,NA,120,0
8325298,0,352,84,84,0,84,0,1,0
8325299,0,348,142,13,2,76,3,400,0
8325300,0,208,161,27,0,83,3,400,0
8325301,1,10,62,NA,0,NA,NA,1,0
8325302,0,105,106,NA,0,NA,NA,1,0
8325303,1,111,101,34,1,58,0,400,0
8325304,1,200,203,NA,0,NA,NA,400,0
8325305,0,278,290,NA,1,NA,NA,1,0
